"_id","_index","_score","_type","attributes.address","attributes.cycle_time","attributes.dimming","attributes.fill_color","attributes.icon_name","attributes.machine_status","attributes.nok_parts","attributes.oee_actual","attributes.oee_availability","attributes.oee_performance","attributes.oee_quality","attributes.ok_parts","attributes.part_number","attributes.status","changes.cycle_time","changes.fill_color","changes.machine_status","changes.nok_parts","changes.oee_actual","changes.oee_availability","changes.oee_performance","changes.oee_quality","changes.ok_parts","changes.part_number","changes.status","entity_id","entity_type_id","geom.coordinates","geom.type","interface.thingsboard_uuid",level,"name.en",vendor
K8ZRB3UBd18tJyqA0FOp,entities,,"_doc",,252,,"#e0b87b",machine,OK,1,"70.99",100,"72.14","98.41",62,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 08:26:43.728",thingsboard
ScZNB3UBd18tJyqAPEa7,entities,,"_doc",,281,,"#e0b87b",machine,OK,0,"72.37",100,"72.37",100,62,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 08:21:43.713",thingsboard
68ZIB3UBd18tJyqAqDjq,entities,,"_doc",,279,,"#e0b87b",machine,OK,0,"72.62",100,"72.62",100,61,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 08:16:43.721",thingsboard
"bcZEB3UBd18tJyqAFCz-",entities,,"_doc",,265,,"#e0b87b",machine,OK,0,"72.87",100,"72.87",100,60,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 08:11:43.713",thingsboard
"r8Y_B3UBd18tJyqAgR8g",entities,,"_doc",,289,,"#e0b87b",machine,OK,0,"73.14",100,"73.14",100,59,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 08:06:43.702",thingsboard
M8Y6B3UBd18tJyqA7RNW,entities,,"_doc",,279,,"#e0b87b",machine,OK,0,"73.42",100,"73.42",100,58,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 08:01:43.735",thingsboard
CcY2B3UBd18tJyqAWQZu,entities,,"_doc",,249,,"#e0b87b",machine,OK,0,"73.71",100,"73.71",100,57,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:56:43.712",thingsboard
2cUxB3UBd18tJyqAxfl2,entities,,"_doc",,281,,"#e0b87b",machine,OK,0,"74.01",100,"74.01",100,56,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:51:43.706",thingsboard
KcUtB3UBd18tJyqAMe2F,entities,,"_doc",,239,,"#e0b87b",machine,OK,0,"74.32",100,"74.32",100,55,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:46:43.691",thingsboard
dcUpB3UBd18tJyqAiOIS,entities,,"_doc",,242,,"#e0b87b",machine,OK,0,"74.31",100,"74.31",100,54,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:42:43.709",thingsboard
q8UkB3UBd18tJyqA9NVS,entities,,"_doc",,156,,"#e0b87b",machine,OK,0,"74.65",100,"74.65",100,53,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:37:43.731",thingsboard
G8UiB3UBd18tJyqANc0G,entities,,"_doc",,248,,"#e0b87b",machine,OK,0,"74.29",100,"74.29",100,52,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:34:43.699",thingsboard
g8UdB3UBd18tJyqAocBL,entities,,"_doc",,243,,"#e0b87b",machine,OK,0,"74.63",100,"74.63",100,51,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:29:43.727",thingsboard
A8UZB3UBd18tJyqAErS7,entities,,"_doc",,264,,"#e0b87b",machine,OK,0,75,100,75,100,50,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:24:45.068",thingsboard
x8UUB3UBd18tJyqAeaZc,entities,,"_doc",,159,,"#e0b87b",machine,OK,0,"75.38",100,"75.38",100,49,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:19:43.678",thingsboard
g8URB3UBd18tJyqAup9s,entities,,"_doc",,291,,"#e0b87b",machine,OK,0,75,100,75,100,48,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:16:43.695",thingsboard
QcUNB3UBd18tJyqAJpJh,entities,,"_doc",,227,,"#e0b87b",machine,OK,0,"75.4",100,"75.4",100,47,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:11:43.673",thingsboard
ucUJB3UBd18tJyqAfIf7,entities,,"_doc",,280,,"#e0b87b",machine,OK,0,"75.41",100,"75.41",100,46,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:07:43.694",thingsboard
ucUEB3UBd18tJyqA6XoH,entities,,"_doc",,275,,"#e0b87b",machine,OK,0,"75.84",100,"75.84",100,45,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 07:02:43.662",thingsboard
18UAB3UBd18tJyqAVWwb,entities,,"_doc",,205,,"#e0b87b",machine,OK,0,"76.3",100,"76.3",100,44,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:57:43.678",thingsboard
p8X8BnUBd18tJyqAq2KK,entities,,"_doc",,163,,"#e0b87b",machine,OK,0,"76.33",100,"76.33",100,43,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:53:43.663",thingsboard
ccX5BnUBd18tJyqA7FqY,entities,,"_doc",,174,,"#e0b87b",machine,OK,0,"75.9",100,"75.9",100,42,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:50:43.681",thingsboard
X8X3BnUBd18tJyqALVNB,entities,,"_doc",,288,,"#e0b87b",machine,OK,0,"75.46",100,"75.46",100,41,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:47:43.657",thingsboard
LcXyBnUBd18tJyqAmUab,entities,,"_doc",,201,,"#e0b87b",machine,OK,0,"75.95",100,"75.95",100,40,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:42:43.680",thingsboard
18XuBnUBd18tJyqA7zzq,entities,,"_doc",,144,,"#e0b87b",machine,OK,0,"75.97",100,"75.97",100,39,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:38:43.664",thingsboard
LcXsBnUBd18tJyqAMDbU,entities,,"_doc",,228,,"#e0b87b",machine,OK,0,"75.5",100,"75.5",100,38,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:35:43.652",thingsboard
McXoBnUBd18tJyqAhy1q,entities,,"_doc",,208,,"#e0b87b",machine,OK,0,"75.51",100,"75.51",100,37,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:31:43.674",thingsboard
18XkBnUBd18tJyqA3iMx,entities,,"_doc",,218,,"#e0b87b",machine,OK,0,"75.52",100,"75.52",100,36,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:27:43.653",thingsboard
AsXhBnUBd18tJyqANRtG,entities,,"_doc",,227,,"#e0b87b",machine,OK,0,"75.54",100,"75.54",100,35,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:23:43.726",thingsboard
w8XdBnUBd18tJyqAkhEa,entities,,"_doc",,130,,"#e0b87b",machine,OK,0,"75.56",100,"75.56",100,34,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:19:45.504",thingsboard
2cXaBnUBd18tJyqAywrc,entities,,"_doc",,173,,"#e0b87b",machine,OK,0,75,100,75,100,33,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:16:43.657",thingsboard
pcXYBnUBd18tJyqADALF,entities,,"_doc",,203,,"#e0b87b",machine,OK,0,"74.42",100,"74.42",100,32,"GHADA_II_SURFACED",ok,,,,,,,,,,,,841,37,"[""[\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\"",\""[\\\""17.28\\\"",\\\""48.682\\\""]\""]""]",Polygon,"b6de19c0-bf71-11ea-b3b6-d745ff23617d",,"Výstupná kontrola U","Oct 8, 2020 @ 06:13:43.660",thingsboard
